DATE,CSUSHPISA,Year,Month,Per_Capita_GDP,working_age_pop,Houses,CPI,UNRATE,EmpRate,Cons_Material,FEDFUNDS,urban_pop_us,Num_Households,median_income,Subsidy,old_age_pop
01-10-2022,229.781,2022,10,62414,206073201.6,3.3,260.286,6.9,67.89888245,246.4,0.09,82.7,128451,76660,44.147,16.2
01-11-2022,233.235,2022,11,62685,206157005.4,4,260.813,6.7,67.81809269,244.3,0.09,82.7,128451,76660,44.147,16.2
01-12-2022,236.521,2022,12,62956,206069507.8,4.1,262.035,6.7,67.91473996,248,0.09,82.7,128451,76660,44.147,16.2
01-01-2023,239.559,2023,1,63227,204934021.3,4,262.65,6.3,68.18465627,256.4,0.09,82.9,129224,76330,45.299,16.7
01-02-2023,242.325,2023,2,63537,204891687.6,4.9,263.638,6.2,68.41396436,264.6,0.08,82.9,129224,76330,45.299,16.7
01-03-2023,245.402,2023,3,63847,205005370.3,4.4,264.914,6.1,68.56918699,276.7,0.07,82.9,129224,76330,45.299,16.7
01-04-2023,249.055,2023,4,64157,205383768.5,4.7,266.67,6.1,68.6569037,291.8,0.07,82.9,129224,76330,45.299,16.7
01-05-2023,253.426,2023,5,64309.66667,205608505.1,5.6,268.444,5.8,68.96737979,305.9,0.06,82.9,129224,76330,45.299,16.7
01-06-2023,258.381,2023,6,64462.33333,205376295.6,5.8,270.559,5.9,69.09605288,315.7,0.08,82.9,129224,76330,45.299,16.7
01-07-2023,262.707,2023,7,64615,205348746.1,5.7,271.764,5.4,69.67611984,313.542,0.1,82.9,129224,76330,45.299,16.7
01-08-2023,266.921,2023,8,64960.33333,205344628.4,6.5,272.87,5.2,69.67997156,313.083,0.09,82.9,129224,76330,45.299,16.7
01-09-2023,270.402,2023,9,65305.66667,205480663.7,6,274.028,4.8,69.94873945,317.136,0.08,82.9,129224,76330,45.299,16.7
01-10-2023,273.769,2023,10,65651,205382783.1,6.8,276.522,4.5,70.19994538,322.12,0.08,82.9,129224,76330,45.299,16.7
01-11-2023,277.251,2023,11,65529.33333,205355471.4,6,278.711,4.2,70.63911057,328.94,0.08,82.9,129224,76330,45.299,16.7
01-12-2023,281.393,2023,12,65407.66667,205308040.7,5.6,280.887,3.9,70.79829312,335.032,0.08,82.9,129224,76330,45.299,16.7
01-01-2024,285.921,2024,1,65286,207089262.2,5.8,282.599,4,70.75321821,345.742,0.08,83.1,131202,74580,48.021,17.1
01-02-2024,291.09,2024,2,65233,207088528.9,6.2,284.61,3.8,70.89598181,343.583,0.08,83.1,131202,74580,48.021,17.1
01-03-2024,296.353,2024,3,65180,207000251.6,7,287.472,3.6,71.26464937,345.852,0.2,83.1,131202,74580,48.021,17.1
01-04-2024,300.55,2024,4,65127,207057895.4,8.5,288.611,3.6,71.22310598,343.786,0.33,83.1,131202,74580,48.021,17.1
01-05-2024,303.796,2024,5,65238.66667,207270495.4,8.3,291.268,3.6,71.37394575,353.015,0.77,83.1,131202,74580,48.021,17.1
01-06-2024,304.755,2024,6,65350.33333,207401806.1,9.5,294.728,3.6,71.23525813,349.8,1.21,83.1,131202,74580,48.021,17.1
01-07-2024,303.714,2024,7,65462,207424100.6,10.1,294.628,3.5,71.32598332,346.79,1.68,83.1,131202,74580,48.021,17.1
